CommonID,sorghum3,maize4,paspalum3,subgenome
gene21262,Sobic.005G112800,Zm00001d004646,Pavagv31027641m,maize2
gene21263,Sobic.005G120800,Zm00001d007331,Pavagv31027909m,maize2
gene21264,Sobic.005G120900,Zm00001d007337,Pavagv31027910m,maize2
gene21265,Sobic.005G121100,Zm00001d007339,Pavagv31027911m,maize2
gene21266,Sobic.005G121200,Zm00001d007341,Pavagv31027912m,maize2
gene21267,Sobic.005G121300,Zm00001d007343,Pavagv31027914m,maize2
gene21268,Sobic.005G121500,Zm00001d007345,Pavagv31027915m,maize2
gene21269,Sobic.005G121700,Zm00001d007347,Pavagv31027923m,maize2
gene21270,Sobic.005G121800,Zm00001d007349,Pavagv31027924m,maize2
gene21271,Sobic.005G122500,Zm00001d007367,Pavagv31027941m,maize2
gene21272,Sobic.005G122600,Zm00001d007367,Pavagv31027941m,maize2
gene21273,Sobic.005G123500,Zm00001d007365,Pavagv31028040m,maize2
gene21274,Sobic.005G125100,Zm00001d007364,Pavagv31028029m,maize2
gene21275,Sobic.005G125950,Zm00001d007363,Pavagv31028022m,maize2
gene21276,Sobic.005G126100,Zm00001d007363,Pavagv31028022m,maize2
gene21277,Sobic.005G126200,Zm00001d007363,Pavagv31028022m,maize2
gene21278,Sobic.005G126300,Zm00001d007361,Pavagv31028105m,maize2
gene21279,Sobic.005G126600,Zm00001d007357,Pavagv31028109m,maize2
gene21280,Sobic.005G126701,Zm00001d007354,Pavagv31028114m,maize2
gene21281,Sobic.005G126800,Zm00001d007354,Pavagv31028114m,maize2
gene21282,Sobic.005G127200,Zm00001d007351,Pavagv31028117m,maize2
gene21283,Sobic.005G130800,Zm00001d007379,Pavagv31028149m,maize2
gene21284,Sobic.005G131900,Zm00001d007382,Pavagv31028163m,maize2
gene21285,Sobic.005G132400,Zm00001d007383,Pavagv31028174m,maize2
gene21286,Sobic.005G132700,Zm00001d007387,Pavagv31028175m,maize2
gene21287,Sobic.005G133800,Zm00001d007388,Pavagv31055613m,maize2
gene21288,Sobic.005G133900,Zm00001d007390,Pavagv31055612m,maize2
gene21289,Sobic.005G134000,Zm00001d007391,Pavagv31055611m,maize2
gene21290,Sobic.005G134100,Zm00001d007394,Pavagv31055610m,maize2
gene21291,Sobic.005G134200,Zm00001d007395,Pavagv31028183m,maize2
gene21292,Sobic.005G134301,Zm00001d007400,Pavagv31028190m,maize2
gene21293,Sobic.005G134400,Zm00001d007400,Pavagv31028190m,maize2
gene21294,Sobic.005G134700,Zm00001d007400,Pavagv31028189m,maize2
gene21295,Sobic.005G134900,Zm00001d007400,Pavagv31028189m,maize2
gene21296,Sobic.005G135000,Zm00001d007400,Pavagv31028190m,maize2
gene21297,Sobic.005G135400,Zm00001d007400,Pavagv31028190m,maize2
gene21298,Sobic.005G135600,Zm00001d007400,Pavagv31028190m,maize2
gene21299,Sobic.005G136200,Zm00001d007403,Pavagv31028192m,maize2
gene21300,Sobic.005G136300,Zm00001d007403,Pavagv31028192m,maize2
gene21301,Sobic.005G136450,Zm00001d007403,Pavagv31028192m,maize2
gene21302,Sobic.005G136600,Zm00001d007403,Pavagv31028192m,maize2
gene21303,Sobic.005G136800,Zm00001d007403,Pavagv31028192m,maize2
gene21304,Sobic.005G137000,Zm00001d007403,Pavagv31028192m,maize2
gene21305,Sobic.005G137100,Zm00001d007403,Pavagv31028192m,maize2
gene21306,Sobic.005G137200,Zm00001d007403,Pavagv31028192m,maize2
gene21307,Sobic.005G137300,Zm00001d007403,Pavagv31028192m,maize2
gene21308,Sobic.005G138300,Zm00001d007407,Pavagv31028203m,maize2
gene21309,Sobic.005G138500,Zm00001d007411,Pavagv31028205m,maize2
gene21310,Sobic.005G138600,Zm00001d007417,Pavagv31028206m,maize2
gene21311,Sobic.005G138800,Zm00001d007418,Pavagv31028209m,maize2
gene21312,Sobic.005G138900,Zm00001d007419,Pavagv31028214m,maize2
gene21313,Sobic.005G139075,Zm00001d007420,Pavagv31028217m,maize2
gene21314,Sobic.005G139700,Zm00001d007421,Pavagv31028226m,maize2
gene21315,Sobic.005G140500,Zm00001d007422,Pavagv31028246m,maize2
gene21316,Sobic.005G142400,Zm00001d007433,Pavagv31028261m,maize2
gene21317,Sobic.005G142500,Zm00001d007433,Pavagv31028263m,maize2
gene21318,Sobic.005G142600,Zm00001d007433,Pavagv31028264m,maize2
gene21319,Sobic.005G143200,Zm00001d007434,Pavagv31028271m,maize2
gene21320,Sobic.005G143300,Zm00001d007435,Pavagv31028272m,maize2
gene21321,Sobic.005G143400,Zm00001d007436,Pavagv31028275m,maize2
gene21322,Sobic.005G144201,Zm00001d007441,Pavagv31028292m,maize2
gene21323,Sobic.005G144300,Zm00001d007442,Pavagv31028293m,maize2
gene21324,Sobic.005G145201,Zm00001d007446,Pavagv31028309m,maize2
gene21325,Sobic.005G145300,Zm00001d007445,Pavagv31028310m,maize2
gene21326,Sobic.005G148900,Zm00001d007451,Pavagv31028333m,maize2
gene21327,Sobic.005G149400,Zm00001d007454,Pavagv31030231m,maize2
gene21328,Sobic.005G149500,Zm00001d007455,Pavagv31030229m,maize2
gene21329,Sobic.005G150900,Zm00001d007465,Pavagv31030219m,maize2
gene21330,Sobic.005G152000,Zm00001d007462,Pavagv31030218m,maize2
gene21331,Sobic.005G152100,Zm00001d007462,Pavagv31030218m,maize2
gene21332,Sobic.005G152200,Zm00001d007462,Pavagv31030218m,maize2
gene21333,Sobic.005G152400,Zm00001d007466,Pavagv31030209m,maize2
gene21334,Sobic.005G152800,Zm00001d007462,Pavagv31030218m,maize2
gene21335,Sobic.005G153000,Zm00001d007468,Pavagv31030208m,maize2
gene21336,Sobic.005G153800,Zm00001d007473,Pavagv31030204m,maize2
gene21337,Sobic.005G154100,Zm00001d007474,Pavagv31028336m,maize2
gene21338,Sobic.005G154800,Zm00001d007477,Pavagv31028336m,maize2
gene21339,Sobic.005G155100,Zm00001d007477,Pavagv31028355m,maize2
gene21340,Sobic.005G155200,Zm00001d007478,Pavagv31028376m,maize2
gene21341,Sobic.005G155300,Zm00001d007479,Pavagv31028377m,maize2
gene21342,Sobic.005G156201,Zm00001d007485,Pavagv31028536m,maize2
gene21343,Sobic.005G156500,Zm00001d007486,Pavagv31028561m,maize2
gene21344,Sobic.005G156600,Zm00001d007486,Pavagv31028561m,maize2
gene21345,Sobic.005G156800,Zm00001d007486,Pavagv31028561m,maize2
gene21346,Sobic.005G157000,Zm00001d007490,Pavagv31028590m,maize2
gene21347,Sobic.005G157200,Zm00001d007490,Pavagv31028587m,maize2
gene21348,Sobic.005G157300,Zm00001d007489,Pavagv31028584m,maize2
gene21349,Sobic.005G159600,Zm00001d007496,Pavagv31028426m,maize2
gene21350,Sobic.005G160100,Zm00001d007500,Pavagv31028427m,maize2
gene21351,Sobic.005G160300,Zm00001d007501,Pavagv31028430m,maize2
gene21352,Sobic.005G160500,Zm00001d007502,Pavagv31028435m,maize2
gene21353,Sobic.005G160900,Zm00001d007503,Pavagv31028438m,maize2
gene21354,Sobic.005G162600,Zm00001d007507,Pavagv31028453m,maize2
gene21355,Sobic.005G163700,Zm00001d007508,Pavagv31028457m,maize2
gene21356,Sobic.005G164000,Zm00001d007509,Pavagv31028461m,maize2
gene21357,Sobic.005G164700,Zm00001d007514,Pavagv31028468m,maize2
gene21358,Sobic.005G165566,Zm00001d007519,Pavagv31028500m,maize2
gene21359,Sobic.005G167700,Zm00001d007529,Pavagv31028634m,maize2
gene21360,Sobic.005G168000,Zm00001d007531,Pavagv31028652m,maize2
gene21361,Sobic.005G168200,Zm00001d007560,Pavagv31028646m,maize2
gene21362,Sobic.005G168300,Zm00001d007550,Pavagv31028650m,maize2
gene21363,Sobic.005G168500,Zm00001d007567,Pavagv31028657m,maize2
gene21364,Sobic.005G169500,Zm00001d007571,Pavagv31028673m,maize2
gene21365,Sobic.005G169600,Zm00001d007572,Pavagv31028676m,maize2
gene21366,Sobic.005G169900,Zm00001d007573,Pavagv31056551m,maize2
gene21367,Sobic.005G171800,Zm00001d007575,Pavagv31028747m,maize2
gene21368,Sobic.005G172400,Zm00001d007581,Pavagv31028759m,maize2
gene21369,Sobic.005G176700,Zm00001d007592,Pavagv31028878m,maize2
gene21370,Sobic.005G178100,Zm00001d007596,Pavagv31028885m,maize2
gene21371,Sobic.005G178300,Zm00001d007594,Pavagv31028887m,maize2
gene21372,Sobic.005G178550,Zm00001d007593,Pavagv31028890m,maize2
gene21373,Sobic.005G179300,Zm00001d007597,Pavagv31028905m,maize2
gene21374,Sobic.005G180700,Zm00001d007599,Pavagv31028916m,maize2
gene21375,Sobic.005G181700,Zm00001d007603,Pavagv31028941m,maize2
gene21376,Sobic.005G181800,Zm00001d007602,Pavagv31052063m,maize2
gene21377,Sobic.005G184100,Zm00001d007609,Pavagv31029028m,maize2
gene21378,Sobic.005G184200,Zm00001d007610,Pavagv31029029m,maize2
gene21379,Sobic.005G186100,Zm00001d007604,Pavagv31029053m,maize2
gene21380,Sobic.005G186400,Zm00001d007604,Pavagv31029053m,maize2
gene21381,Sobic.005G195800,Zm00001d007632,Pavagv31029282m,maize2
gene21382,Sobic.005G196800,Zm00001d007633,Pavagv31029320m,maize2
gene21383,Sobic.005G196900,Zm00001d007636,Pavagv31029321m,maize2
gene21384,Sobic.005G197100,Zm00001d007638,Pavagv31029323m,maize2
gene21385,Sobic.005G197300,Zm00001d007639,Pavagv31029325m,maize2
gene21386,Sobic.005G198000,Zm00001d007650,Pavagv31029341m,maize2
gene21387,Sobic.005G198100,Zm00001d007645,Pavagv31029342m,maize2
gene21388,Sobic.005G198200,Zm00001d007640,Pavagv31029344m,maize2
gene21389,Sobic.005G198500,Zm00001d007653,Pavagv31029346m,maize2
gene21390,Sobic.005G199000,Zm00001d007654,Pavagv31029358m,maize2
gene21391,Sobic.005G199050,Zm00001d007654,Pavagv31029358m,maize2
gene21392,Sobic.005G199101,Zm00001d007654,Pavagv31029358m,maize2
gene21393,Sobic.005G199300,Zm00001d007657,Pavagv31029356m,maize2
gene21394,Sobic.005G199400,Zm00001d007661,Pavagv31029357m,maize2
gene21395,Sobic.005G200800,Zm00001d007675,Pavagv31029375m,maize2
gene21396,Sobic.005G200900,Zm00001d007677,Pavagv31029376m,maize2
gene21397,Sobic.005G202500,Zm00001d007687,Pavagv31029402m,maize2
gene21398,Sobic.005G202600,Zm00001d007687,Pavagv31029404m,maize2
gene21399,Sobic.005G202700,Zm00001d007687,Pavagv31029402m,maize2
gene21400,Sobic.005G203000,Zm00001d007687,Pavagv31029401m,maize2
gene21401,Sobic.005G203100,Zm00001d007687,Pavagv31029405m,maize2
gene21402,Sobic.005G203150,Zm00001d007687,Pavagv31029403m,maize2
gene21403,Sobic.005G203300,Zm00001d007687,Pavagv31029406m,maize2
gene21404,Sobic.005G204400,Zm00001d007682,Pavagv31029419m,maize2
gene21405,Sobic.005G207100,Zm00001d007692,Pavagv31029458m,maize2
gene21406,Sobic.005G207500,Zm00001d007698,Pavagv31029470m,maize2
gene21407,Sobic.005G208600,Zm00001d007709,Pavagv31029519m,maize2
gene21408,Sobic.005G208700,Zm00001d007709,Pavagv31029519m,maize2
gene21409,Sobic.005G208801,Zm00001d007709,Pavagv31029519m,maize2
gene21410,Sobic.005G208900,Zm00001d007709,Pavagv31056183m,maize2
gene21411,Sobic.005G208950,Zm00001d007713,Pavagv31029525m,maize2
gene21412,Sobic.005G209000,Zm00001d007713,Pavagv31029525m,maize2
gene21413,Sobic.005G209100,Zm00001d007713,Pavagv31056160m,maize2
gene21414,Sobic.005G209200,Zm00001d007713,Pavagv31056160m,maize2
gene21415,Sobic.005G209300,Zm00001d007713,Pavagv31056160m,maize2
gene21416,Sobic.005G209600,Zm00001d007712,Pavagv31057781m,maize2
gene21417,Sobic.005G209800,Zm00001d007710,Pavagv31057779m,maize2
gene21418,Sobic.005G210000,Zm00001d007709,Pavagv31056183m,maize2
gene21419,Sobic.005G210200,Zm00001d007708,Pavagv31057775m,maize2
gene21420,Sobic.006G000100,Zm00001d024952,Pavagv31030445m,maize2
gene21421,Sobic.006G000400,Zm00001d024951,Pavagv31030446m,maize2
gene21422,Sobic.006G000800,Zm00001d024948,Pavagv31030448m,maize2
gene21423,Sobic.006G000900,Zm00001d024947,Pavagv31030450m,maize2
gene21424,Sobic.006G001000,Zm00001d024946,Pavagv31030451m,maize2
gene21425,Sobic.006G001100,Zm00001d024941,Pavagv31030453m,maize2
gene21426,Sobic.006G001200,Zm00001d024940,Pavagv31030456m,maize2
gene21427,Sobic.006G001800,Zm00001d024977,Pavagv31030464m,maize2
gene21428,Sobic.006G002000,Zm00001d024939,Pavagv31030468m,maize2
gene21429,Sobic.006G002100,Zm00001d024939,Pavagv31030469m,maize2
gene21430,Sobic.006G002201,Zm00001d024938,Pavagv31030472m,maize2
gene21431,Sobic.006G002300,Zm00001d024937,Pavagv31030473m,maize2
gene21432,Sobic.006G002400,Zm00001d024936,Pavagv31030475m,maize2
gene21433,Sobic.006G002500,Zm00001d024935,Pavagv31030477m,maize2
gene21434,Sobic.006G002600,Zm00001d024934,Pavagv31030480m,maize2
gene21435,Sobic.006G002800,Zm00001d024928,Pavagv31030481m,maize2
gene21436,Sobic.006G002900,Zm00001d024927,Pavagv31030482m,maize2
gene21437,Sobic.006G003000,Zm00001d024926,Pavagv31030488m,maize2
gene21438,Sobic.006G003100,Zm00001d024925,Pavagv31030487m,maize2
gene21439,Sobic.006G003300,Zm00001d024919,Pavagv31030491m,maize2
gene21440,Sobic.006G003400,Zm00001d024916,Pavagv31030492m,maize2
gene21441,Sobic.006G003501,Zm00001d024916,Pavagv31030492m,maize2
gene21442,Sobic.006G003500,Zm00001d024916,Pavagv31030492m,maize2
gene21443,Sobic.006G003700,Zm00001d024916,Pavagv31030492m,maize2
gene21444,Sobic.006G004300,Zm00001d024913,Pavagv31030496m,maize2
gene21445,Sobic.006G004400,Zm00001d024909,Pavagv31030497m,maize2
gene21446,Sobic.006G004500,Zm00001d024908,Pavagv31030498m,maize2
gene21447,Sobic.006G004600,Zm00001d024907,Pavagv31030502m,maize2
gene21448,Sobic.006G004700,Zm00001d024906,Pavagv31030502m,maize2
gene21449,Sobic.006G004900,Zm00001d024907,Pavagv31030502m,maize2
gene21450,Sobic.006G005000,Zm00001d024904,Pavagv31030514m,maize2
gene21451,Sobic.006G005200,Zm00001d024906,Pavagv31055260m,maize2
gene21452,Sobic.006G005600,Zm00001d024903,Pavagv31055269m,maize2
gene21453,Sobic.006G006000,Zm00001d024902,Pavagv31055286m,maize2
gene21454,Sobic.006G006200,Zm00001d024902,Pavagv31055286m,maize2
gene21455,Sobic.006G006400,Zm00001d024902,Pavagv31055286m,maize2
gene21456,Sobic.006G008400,Zm00001d024890,Pavagv31030556m,maize2
gene21457,Sobic.006G008600,Zm00001d024889,Pavagv31030561m,maize2
gene21458,Sobic.006G009500,Zm00001d024883,Pavagv31030596m,maize2
gene21459,Sobic.006G009700,Zm00001d024880,Pavagv31030594m,maize2
gene21460,Sobic.006G009800,Zm00001d024879,Pavagv31030593m,maize2
gene21461,Sobic.006G010000,Zm00001d024878,Pavagv31030589m,maize2
gene21462,Sobic.006G015100,Zm00001d024871,Pavagv31030849m,maize2
gene21463,Sobic.006G015300,Zm00001d024871,Pavagv31030849m,maize2
gene21464,Sobic.006G015400,Zm00001d024867,Pavagv31030849m,maize2
gene21465,Sobic.006G015600,Zm00001d024866,Pavagv31030850m,maize2
gene21466,Sobic.006G015900,Zm00001d024872,Pavagv31030854m,maize2
gene21467,Sobic.006G017800,Zm00001d024873,Pavagv31030914m,maize2
gene21468,Sobic.006G018100,Zm00001d025059,Pavagv31030926m,maize2
gene21469,Sobic.006G018200,Zm00001d025057,Pavagv31030935m,maize2
gene21470,Sobic.006G018300,Zm00001d025057,Pavagv31030935m,maize2
gene21471,Sobic.006G018400,Zm00001d025055,Pavagv31030939m,maize2
gene21472,Sobic.006G018600,Zm00001d025051,Pavagv31030942m,maize2
gene21473,Sobic.006G018800,Zm00001d025050,Pavagv31030943m,maize2
gene21474,Sobic.006G019300,Zm00001d025048,Pavagv31031267m,maize2
gene21475,Sobic.006G021100,Zm00001d025047,Pavagv31031259m,maize2
gene21476,Sobic.006G021700,Zm00001d025044,Pavagv31031256m,maize2
gene21477,Sobic.006G021900,Zm00001d025043,Pavagv31031248m,maize2
gene21478,Sobic.006G022200,Zm00001d025043,Pavagv31031246m,maize2
gene21479,Sobic.006G022301,Zm00001d025040,Pavagv31050790m,maize2
gene21480,Sobic.006G022800,Zm00001d025038,Pavagv31050792m,maize2
gene21481,Sobic.006G023000,Zm00001d025038,Pavagv31050793m,maize2
gene21482,Sobic.006G023400,Zm00001d025038,Pavagv31050793m,maize2
gene21483,Sobic.006G023900,Zm00001d025038,Pavagv31050793m,maize2
gene21484,Sobic.006G024000,Zm00001d025037,Pavagv31050806m,maize2
gene21485,Sobic.006G024200,Zm00001d025035,Pavagv31030969m,maize2
gene21486,Sobic.006G024400,Zm00001d025035,Pavagv31030969m,maize2
gene21487,Sobic.006G024700,Zm00001d025034,Pavagv31030979m,maize2
gene21488,Sobic.006G025000,Zm00001d025033,Pavagv31030984m,maize2
gene21489,Sobic.006G025300,Zm00001d025031,Pavagv31030986m,maize2
gene21490,Sobic.006G026800,Zm00001d025028,Pavagv31031041m,maize2
gene21491,Sobic.006G026900,Zm00001d025028,Pavagv31031051m,maize2
gene21492,Sobic.006G027200,Zm00001d025027,Pavagv31031058m,maize2
gene21493,Sobic.006G027300,Zm00001d025028,Pavagv31031041m,maize2
gene21494,Sobic.006G028100,Zm00001d025025,Pavagv31031075m,maize2
gene21495,Sobic.006G028200,Zm00001d025024,Pavagv31031076m,maize2
gene21496,Sobic.006G028300,Zm00001d025023,Pavagv31031088m,maize2
gene21497,Sobic.006G028400,Zm00001d025023,Pavagv31031088m,maize2
gene21498,Sobic.006G028500,Zm00001d025023,Pavagv31031088m,maize2
gene21499,Sobic.006G028600,Zm00001d025022,Pavagv31031087m,maize2
gene21500,Sobic.006G028700,Zm00001d025021,Pavagv31031106m,maize2
gene21501,Sobic.006G028900,Zm00001d025023,Pavagv31031107m,maize2
gene21502,Sobic.006G029000,Zm00001d025020,Pavagv31031108m,maize2
gene21503,Sobic.006G029200,Zm00001d025019,Pavagv31031116m,maize2
gene21504,Sobic.006G030100,Zm00001d024998,Pavagv31031126m,maize2
gene21505,Sobic.006G030800,Zm00001d025015,Pavagv31031131m,maize2
gene21506,Sobic.006G031200,Zm00001d025016,Pavagv31031366m,maize2
gene21507,Sobic.006G031900,Zm00001d025018,Pavagv31031360m,maize2
gene21508,Sobic.006G032600,Zm00001d025079,Pavagv31031348m,maize2
gene21509,Sobic.006G039600,Zm00001d025146,Pavagv31031521m,maize2
gene21510,Sobic.006G040500,Zm00001d025153,Pavagv31031533m,maize2
gene21511,Sobic.006G041000,Zm00001d025166,Pavagv31031552m,maize2
gene21512,Sobic.006G041100,Zm00001d025165,Pavagv31031554m,maize2
gene21513,Sobic.006G042500,Zm00001d025161,Pavagv31031557m,maize2
gene21514,Sobic.006G042800,Zm00001d025162,Pavagv31031556m,maize2
gene21515,Sobic.006G043700,Zm00001d025201,Pavagv31031572m,maize2
gene21516,Sobic.006G044800,Zm00001d025226,Pavagv31031723m,maize2
gene21517,Sobic.006G045000,Zm00001d025225,Pavagv31031719m,maize2
gene21518,Sobic.006G045500,Zm00001d025218,Pavagv31031717m,maize2
gene21519,Sobic.006G046600,Zm00001d025208,Pavagv31031705m,maize2
gene21520,Sobic.006G046700,Zm00001d025210,Pavagv31031704m,maize2
gene21521,Sobic.006G047100,Zm00001d025206,Pavagv31031697m,maize2
gene21522,Sobic.006G047200,Zm00001d025205,Pavagv31031692m,maize2
gene21523,Sobic.006G047300,Zm00001d025203,Pavagv31031691m,maize2
gene21524,Sobic.006G048700,Zm00001d025170,Pavagv31031653m,maize2
gene21525,Sobic.006G049300,Zm00001d025171,Pavagv31031650m,maize2
gene21526,Sobic.006G049600,Zm00001d025174,Pavagv31031647m,maize2
gene21527,Sobic.006G049700,Zm00001d025178,Pavagv31031635m,maize2
gene21528,Sobic.006G050400,Zm00001d025228,Pavagv31031725m,maize2
gene21529,Sobic.006G050600,Zm00001d025229,Pavagv31031734m,maize2
gene21530,Sobic.006G050900,Zm00001d025233,Pavagv31031743m,maize2
gene21531,Sobic.006G051000,Zm00001d025234,Pavagv31031745m,maize2
gene21532,Sobic.006G051800,Zm00001d025235,Pavagv31031765m,maize2
gene21533,Sobic.006G051900,Zm00001d025236,Pavagv31031769m,maize2
gene21534,Sobic.006G052100,Zm00001d025237,Pavagv31031774m,maize2
gene21535,Sobic.006G052200,Zm00001d025237,Pavagv31031776m,maize2
gene21536,Sobic.006G052300,Zm00001d025238,Pavagv31031779m,maize2
gene21537,Sobic.006G052400,Zm00001d025239,Pavagv31031780m,maize2
gene21538,Sobic.006G052500,Zm00001d025240,Pavagv31031781m,maize2
gene21539,Sobic.006G052800,Zm00001d025240,Pavagv31031781m,maize2
gene21540,Sobic.006G053000,Zm00001d025241,Pavagv31031782m,maize2
gene21541,Sobic.006G053800,Zm00001d025247,Pavagv31031821m,maize2
gene21542,Sobic.006G054300,Zm00001d025249,Pavagv31031824m,maize2
gene21543,Sobic.006G054400,Zm00001d025251,Pavagv31031825m,maize2
gene21544,Sobic.006G054500,Zm00001d025252,Pavagv31031826m,maize2
gene21545,Sobic.006G055000,Zm00001d025253,Pavagv31031839m,maize2
gene21546,Sobic.006G055400,Zm00001d025263,Pavagv31031846m,maize2
gene21547,Sobic.006G055800,Zm00001d025267,Pavagv31031856m,maize2
gene21548,Sobic.006G056000,Zm00001d025268,Pavagv31031858m,maize2
gene21549,Sobic.006G058100,Zm00001d025273,Pavagv31031874m,maize2
gene21550,Sobic.006G058300,Zm00001d025274,Pavagv31031877m,maize2
gene21551,Sobic.006G058400,Zm00001d025275,Pavagv31031878m,maize2
gene21552,Sobic.006G058600,Zm00001d025278,Pavagv31031884m,maize2
gene21553,Sobic.006G058732,Zm00001d025281,Pavagv31031885m,maize2
gene21554,Sobic.006G058900,Zm00001d025286,Pavagv31031889m,maize2
gene21555,Sobic.006G059100,Zm00001d025287,Pavagv31031891m,maize2
gene21556,Sobic.006G059700,Zm00001d025296,Pavagv31031897m,maize2
gene21557,Sobic.006G059800,Zm00001d025298,Pavagv31031899m,maize2
gene21558,Sobic.006G060400,Zm00001d025299,Pavagv31031919m,maize2
gene21559,Sobic.006G060500,Zm00001d025299,Pavagv31031916m,maize2
gene21560,Sobic.006G061100,Zm00001d025300,Pavagv31031928m,maize2
gene21561,Sobic.006G061300,Zm00001d025303,Pavagv31031932m,maize2
gene21562,Sobic.006G062100,Zm00001d025303,Pavagv31031932m,maize2
gene21563,Sobic.006G062200,Zm00001d025304,Pavagv31031935m,maize2
gene21564,Sobic.006G062500,Zm00001d025305,Pavagv31031944m,maize2
gene21565,Sobic.006G062800,Zm00001d025307,Pavagv31031948m,maize2
gene21566,Sobic.006G062900,Zm00001d025310,Pavagv31031954m,maize2
gene21567,Sobic.006G063100,Zm00001d025310,Pavagv31031949m,maize2
gene21568,Sobic.006G063200,Zm00001d025310,Pavagv31031949m,maize2
gene21569,Sobic.006G063500,Zm00001d025319,Pavagv31031954m,maize2
gene21570,Sobic.006G064000,Zm00001d025322,Pavagv31031970m,maize2
gene21571,Sobic.006G064100,Zm00001d025323,Pavagv31031971m,maize2
gene21572,Sobic.006G064400,Zm00001d025325,Pavagv31031975m,maize2
gene21573,Sobic.006G064800,Zm00001d025326,Pavagv31031981m,maize2
gene21574,Sobic.006G065700,Zm00001d025327,Pavagv31031991m,maize2
gene21575,Sobic.006G065800,Zm00001d025332,Pavagv31031994m,maize2
gene21576,Sobic.006G066200,Zm00001d025333,Pavagv31032000m,maize2
gene21577,Sobic.006G066300,Zm00001d025337,Pavagv31032002m,maize2
gene21578,Sobic.006G066500,Zm00001d025338,Pavagv31032004m,maize2
gene21579,Sobic.006G066600,Zm00001d025339,Pavagv31032005m,maize2
gene21580,Sobic.006G066900,Zm00001d025340,Pavagv31032009m,maize2
gene21581,Sobic.006G067400,Zm00001d025340,Pavagv31032009m,maize2
gene21582,Sobic.006G067500,Zm00001d025340,Pavagv31032009m,maize2
gene21583,Sobic.006G067700,Zm00001d025342,Pavagv31032013m,maize2
gene21584,Sobic.006G068100,Zm00001d025343,Pavagv31032018m,maize2
gene21585,Sobic.006G068200,Zm00001d025345,Pavagv31032022m,maize2
gene21586,Sobic.006G068300,Zm00001d025346,Pavagv31032024m,maize2
gene21587,Sobic.006G068900,Zm00001d025347,Pavagv31032028m,maize2
gene21588,Sobic.006G069000,Zm00001d025352,Pavagv31032030m,maize2
gene21589,Sobic.006G070032,Zm00001d025355,Pavagv31032051m,maize2
gene21590,Sobic.006G070298,Zm00001d025354,Pavagv31032049m,maize2
gene21591,Sobic.006G070564,Zm00001d025354,Pavagv31032048m,maize2
gene21592,Sobic.006G070830,Zm00001d025354,Pavagv31032051m,maize2
gene21593,Sobic.006G071628,Zm00001d025353,Pavagv31032043m,maize2
gene21594,Sobic.006G073200,Zm00001d025359,Pavagv31032058m,maize2
gene21595,Sobic.006G073400,Zm00001d025360,Pavagv31032062m,maize2
gene21596,Sobic.006G073700,Zm00001d025361,Pavagv31032066m,maize2
gene21597,Sobic.006G073900,Zm00001d025362,Pavagv31032070m,maize2
gene21598,Sobic.006G074100,Zm00001d025367,Pavagv31032074m,maize2
gene21599,Sobic.006G074900,Zm00001d025369,Pavagv31032087m,maize2
gene21600,Sobic.006G075000,Zm00001d025371,Pavagv31032089m,maize2
gene21601,Sobic.006G075200,Zm00001d025373,Pavagv31032095m,maize2
gene21602,Sobic.006G075300,Zm00001d025373,Pavagv31032102m,maize2
gene21603,Sobic.006G075350,Zm00001d025373,Pavagv31032100m,maize2
gene21604,Sobic.006G075500,Zm00001d025374,Pavagv31032109m,maize2
gene21605,Sobic.006G075600,Zm00001d025375,Pavagv31032110m,maize2
gene21606,Sobic.006G075700,Zm00001d025377,Pavagv31032115m,maize2
gene21607,Sobic.006G075801,Zm00001d025379,Pavagv31032116m,maize2
gene21608,Sobic.006G076300,Zm00001d025380,Pavagv31032122m,maize2
gene21609,Sobic.006G076400,Zm00001d025406,Pavagv31032124m,maize2
gene21610,Sobic.006G076500,Zm00001d025383,Pavagv31032125m,maize2
gene21611,Sobic.006G077000,Zm00001d025391,Pavagv31032125m,maize2
gene21612,Sobic.006G077100,Zm00001d025391,Pavagv31032125m,maize2
gene21613,Sobic.006G077200,Zm00001d025397,Pavagv31032128m,maize2
gene21614,Sobic.006G077300,Zm00001d025398,Pavagv31032129m,maize2
gene21615,Sobic.006G078100,Zm00001d025400,Pavagv31032134m,maize2
gene21616,Sobic.006G078400,Zm00001d025401,Pavagv31032140m,maize2
gene21617,Sobic.006G078500,Zm00001d025401,Pavagv31032140m,maize2
gene21618,Sobic.006G079300,Zm00001d025402,Pavagv31032147m,maize2
gene21619,Sobic.006G079900,Zm00001d025407,Pavagv31032160m,maize2
gene21620,Sobic.006G080200,Zm00001d025409,Pavagv31032164m,maize2
gene21621,Sobic.006G080900,Zm00001d025412,Pavagv31032177m,maize2
gene21622,Sobic.006G081100,Zm00001d025413,Pavagv31032183m,maize2
gene21623,Sobic.006G081600,Zm00001d025414,Pavagv31032193m,maize2
gene21624,Sobic.006G082200,Zm00001d025416,Pavagv31032197m,maize2
gene21625,Sobic.006G082400,Zm00001d025419,Pavagv31032198m,maize2
gene21626,Sobic.006G082500,Zm00001d025420,Pavagv31032199m,maize2
gene21627,Sobic.006G082600,Zm00001d025421,Pavagv31032200m,maize2
gene21628,Sobic.006G082900,Zm00001d025425,Pavagv31032241m,maize2
