CommonID,Sorghum,Setaria,Oropetium,Rice,Brachy,Paspalum,Maize
SynPair43383,Sobic.002G344700,Seita.2G358200,Ot_Chr7_n38039,LOC_Os07g38170,Bradi1g24200,Pavagv31012722m,Zm00001d006626
SynPair43399,Sobic.002G346200,Seita.2G360200,Ot_Chr7_16591,LOC_Os07g38360,Bradi1g24100,Pavagv31012737m,Zm00001d006628
SynPair43403,Sobic.002G346600,Seita.2G360800,Ot_Chr7_n38035,LOC_Os07g38400,Bradi1g24060,Pavagv31012745m,Zm00001d006631
SynPair43407,Sobic.002G346900,Seita.2G361400,Ot_Chr7_n38033,LOC_Os07g38420,Bradi1g24040,Pavagv31012750m,Zm00001d006637
SynPair43411,Sobic.002G347300,Seita.2G361800,Ot_Chr7_16601,LOC_Os07g38440,Bradi1g24010,Pavagv31012753m,Zm00001d006638
SynPair43413,Sobic.002G347500,Seita.2G362000,Ot_Chr7_16603,LOC_Os07g38470,Bradi1g23990,Pavagv31012756m,Zm00001d006639
SynPair43419,Sobic.002G347900,Seita.2G362400,Ot_Chr7_16604,LOC_Os07g38490,Bradi1g23980,Pavagv31012758m,Zm00001d006640
SynPair43420,Sobic.002G348000,Seita.2G362600,Ot_Chr7_16605,LOC_Os07g38530,Bradi1g23970,Pavagv31012759m,Zm00001d006644
SynPair43424,Sobic.002G348400,Seita.2G363200,Ot_Chr7_16608,LOC_Os07g38560,Bradi1g23940,Pavagv31012762m,Zm00001d006645
SynPair43425,Sobic.002G348500,Seita.2G363100,Ot_Chr7_16609,LOC_Os07g38570,Bradi1g23935,Pavagv31012763m,Zm00001d006646
SynPair43444,Sobic.002G350400,Seita.2G364600,Ot_Chr7_n38024,LOC_Os07g38730,Bradi1g23770,Pavagv31012789m,Zm00001d006651
SynPair43445,Sobic.002G350500,Seita.2G364700,Ot_Chr7_16621,LOC_Os07g38750,Bradi1g23756,Pavagv31012790m,Zm00001d006653
SynPair43457,Sobic.002G351700,Seita.2G366200,Ot_Chr7_16633,LOC_Os07g38930,Bradi1g23640,Pavagv31012799m,Zm00001d006658
SynPair43460,Sobic.002G352000,Seita.2G366400,Ot_Chr7_16635,LOC_Os07g38950,Bradi1g23620,Pavagv31012802m,Zm00001d006659
SynPair43461,Sobic.002G352100,Seita.2G366600,Ot_Chr7_16636,LOC_Os07g38960,Bradi1g23610,Pavagv31012806m,Zm00001d006663
SynPair43462,Sobic.002G352200,Seita.2G366700,Ot_Chr7_16637,LOC_Os07g38970,Bradi1g23600,Pavagv31012807m,Zm00001d006667
SynPair43467,Sobic.002G352700,Seita.2G366900,Ot_Chr7_16640,LOC_Os07g38990,Bradi1g23590,Pavagv31012808m,Zm00001d006670
SynPair43468,Sobic.002G352800,Seita.2G367000,Ot_Chr7_n38022,LOC_Os07g39010,Bradi1g23580,Pavagv31012810m,Zm00001d006673
SynPair43470,Sobic.002G353000,Seita.2G367600,Ot_Chr7_16644,LOC_Os07g39070,Bradi1g23560,Pavagv31012827m,Zm00001d006676
SynPair43472,Sobic.002G353200,Seita.2G367800,Ot_Chr7_16646,LOC_Os07g39220,Bradi1g23550,Pavagv31012832m,Zm00001d006677
SynPair43473,Sobic.002G353300,Seita.2G368100,Ot_Chr7_16650,LOC_Os07g39270,Bradi1g23510,Pavagv31012835m,Zm00001d006678
SynPair43474,Sobic.002G353400,Seita.2G368200,Ot_Chr7_16651,LOC_Os07g39280,Bradi1g23497,Pavagv31012836m,Zm00001d006679
SynPair43477,Sobic.002G353600,Seita.2G368400,Ot_Chr7_16652,LOC_Os07g39300,Bradi1g23480,Pavagv31012838m,Zm00001d006681
SynPair43478,Sobic.002G353700,Seita.2G368500,Ot_Chr7_16653,LOC_Os07g39310,Bradi1g23470,Pavagv31012841m,Zm00001d006682
SynPair43479,Sobic.002G353800,Seita.2G368600,Ot_Chr7_16654,LOC_Os07g39320,Bradi1g23460,Pavagv31012842m,Zm00001d006687
SynPair43480,Sobic.002G353900,Seita.2G368700,Ot_Chr7_16655,LOC_Os07g39350,Bradi1g23450,Pavagv31012846m,Zm00001d006688
SynPair43481,Sobic.002G354000,Seita.2G368800,Ot_Chr7_16656,LOC_Os07g39350,Bradi1g23450,Pavagv31012845m,Zm00001d006688
SynPair43482,Sobic.002G354100,Seita.2G368800,Ot_Chr7_16656,LOC_Os07g39360,Bradi1g23450,Pavagv31012845m,Zm00001d006688
SynPair43483,Sobic.002G354200,Seita.2G368900,Ot_Chr7_n38014,LOC_Os07g39360,Bradi1g23430,Pavagv31012846m,Zm00001d006688
SynPair43487,Sobic.002G354600,Seita.2G369200,Ot_Chr7_n38012,LOC_Os07g39430,Bradi1g23400,Pavagv31012851m,Zm00001d006700
SynPair43490,Sobic.002G354900,Seita.2G369400,Ot_Chr7_16666,LOC_Os07g39470,Bradi1g23350,Pavagv31012860m,Zm00001d006701
SynPair43491,Sobic.002G355000,Seita.2G369500,Ot_Chr7_16667,LOC_Os07g39480,Bradi1g23340,Pavagv31012861m,Zm00001d006702
SynPair43494,Sobic.002G355300,Seita.2G370100,Ot_Chr7_16673,LOC_Os07g39560,Bradi1g23280,Pavagv31012871m,Zm00001d006704
SynPair43495,Sobic.002G355400,Seita.2G370300,Ot_Chr7_n38008,LOC_Os07g39590,Bradi1g23270,Pavagv31012873m,Zm00001d006705
SynPair43496,Sobic.002G355500,Seita.2G370400,Ot_Chr7_16675,LOC_Os07g39620,Bradi1g23257,Pavagv31012874m,Zm00001d006708
SynPair43499,Sobic.002G355800,Seita.2G370500,Ot_Chr7_16676,LOC_Os07g39630,Bradi1g23250,Pavagv31012875m,Zm00001d006710
SynPair43504,Sobic.002G356300,Seita.2G371100,Ot_Chr7_n37999,LOC_Os07g39700,Bradi1g23180,Pavagv31012883m,Zm00001d006713
SynPair43505,Sobic.002G356400,Seita.2G371000,Ot_Un45_n40955,LOC_Os07g39710,Bradi1g23160,Pavagv31012884m,Zm00001d006714
SynPair43506,Sobic.002G356500,Seita.2G370900,Ot_Un45_n40954,LOC_Os07g39720,Bradi1g23150,Pavagv31012885m,Zm00001d006715
SynPair43512,Sobic.002G357100,Seita.2G371700,Ot_Chr7_n37998,LOC_Os07g39780,Bradi1g23100,Pavagv31012892m,Zm00001d006717
SynPair43517,Sobic.002G357600,Seita.2G372100,Ot_Chr7_16686,LOC_Os07g39810,Bradi1g23080,Pavagv31012896m,Zm00001d006720
SynPair43519,Sobic.002G357800,Seita.2G372300,Ot_Chr7_16688,LOC_Os07g39820,Bradi1g23060,Pavagv31012898m,Zm00001d006721
SynPair43520,Sobic.002G357900,Seita.2G372400,Ot_Chr7_16689,LOC_Os07g39840,Bradi1g23050,Pavagv31012901m,Zm00001d006722
SynPair43523,Sobic.002G358100,Seita.2G372500,Ot_Chr7_16690,LOC_Os07g39850,Bradi1g23040,Pavagv31012915m,Zm00001d006723
SynPair43525,Sobic.002G358300,Seita.2G372600,Ot_Chr7_16692,LOC_Os07g39860,Bradi1g23030,Pavagv31012916m,Zm00001d006723
SynPair43530,Sobic.002G358800,Seita.2G373000,Ot_Chr7_n37996,LOC_Os07g39900,Bradi1g23000,Pavagv31012924m,Zm00001d006731
SynPair43533,Sobic.002G359100,Seita.2G373400,Ot_Chr7_16701,LOC_Os07g39930,Bradi1g22970,Pavagv31012929m,Zm00001d006732
SynPair43534,Sobic.002G359200,Seita.2G373500,Ot_Chr7_16702,LOC_Os07g39940,Bradi1g22960,Pavagv31012930m,Zm00001d006733
SynPair43535,Sobic.002G359300,Seita.2G373600,Ot_Chr7_16703,LOC_Os07g39960,Bradi1g22940,Pavagv31012931m,Zm00001d006735
SynPair43538,Sobic.002G359600,Seita.2G373800,Ot_Chr7_16704,LOC_Os07g39980,Bradi1g22930,Pavagv31012933m,Zm00001d006738
SynPair43539,Sobic.002G359700,Seita.2G373900,Ot_Chr7_16705,LOC_Os07g40000,Bradi1g22920,Pavagv31012934m,Zm00001d006739
SynPair43540,Sobic.002G359800,Seita.2G374000,Ot_Chr7_16706,LOC_Os07g40020,Bradi1g22907,Pavagv31012935m,Zm00001d006744
SynPair43542,Sobic.002G360000,Seita.2G374200,Ot_Chr7_16708,LOC_Os07g40040,Bradi1g22900,Pavagv31012939m,Zm00001d006746
SynPair43547,Sobic.002G360500,Seita.2G374700,Ot_Chr7_16711,LOC_Os07g40150,Bradi1g22870,Pavagv31012949m,Zm00001d006749
SynPair43551,Sobic.002G360900,Seita.2G374900,Ot_Chr7_n37994,LOC_Os07g40240,Bradi1g22863,Pavagv31012950m,Zm00001d006750
SynPair43555,Sobic.002G361300,Seita.2G375100,Ot_Chr7_16716,LOC_Os07g40260,Bradi1g22850,Pavagv31012959m,Zm00001d006751
SynPair43556,Sobic.002G361400,Seita.2G375200,Ot_Chr7_16717,LOC_Os07g40270,Bradi1g22840,Pavagv31012960m,Zm00001d006752
SynPair43557,Sobic.002G361500,Seita.2G375300,Ot_Chr7_16718,LOC_Os07g40290,Bradi1g22830,Pavagv31012961m,Zm00001d006753
SynPair43558,Sobic.002G361600,Seita.2G375500,Ot_Chr7_16719,LOC_Os07g40300,Bradi1g22820,Pavagv31012962m,Zm00001d006754
SynPair43561,Sobic.002G361900,Seita.2G375800,Ot_Chr7_16723,LOC_Os07g40320,Bradi1g22800,Pavagv31012965m,Zm00001d006756
SynPair43569,Sobic.002G362700,Seita.2G376600,Ot_Chr7_16732,LOC_Os07g40480,Bradi1g22730,Pavagv31012979m,Zm00001d006757
SynPair43570,Sobic.002G362800,Seita.2G376700,Ot_Chr7_16734,LOC_Os07g40520,Bradi1g22717,Pavagv31012981m,Zm00001d006758
SynPair43571,Sobic.002G362900,Seita.2G376800,Ot_Chr7_16735,LOC_Os07g40550,Bradi1g22690,Pavagv31012984m,Zm00001d006759
SynPair43573,Sobic.002G363100,Seita.2G377200,Ot_Chr7_16736,LOC_Os07g40580,Bradi1g22671,Pavagv31012986m,Zm00001d006760
SynPair43584,Sobic.002G364000,Seita.2G378200,Ot_Chr7_16748,LOC_Os07g40770,Bradi1g22566,Pavagv31012994m,Zm00001d006763
SynPair43589,Sobic.002G364700,Seita.2G378400,Ot_Chr7_16749,LOC_Os07g40780,Bradi1g22560,Pavagv31012998m,Zm00001d006768
SynPair43591,Sobic.002G364900,Seita.2G378600,Ot_Chr7_16751,LOC_Os07g40800,Bradi1g22510,Pavagv31013000m,Zm00001d006769
SynPair43596,Sobic.002G365500,Seita.2G379000,Ot_Chr7_16755,LOC_Os07g40830,Bradi1g22450,Pavagv31013015m,Zm00001d006774
SynPair43597,Sobic.002G365550,Seita.2G379300,Ot_Chr7_n38402,LOC_Os07g40830,Bradi1g22330,Pavagv31013008m,Zm00001d006774
SynPair43598,Sobic.002G365600,Seita.2G379200,Ot_Chr7_n38402,LOC_Os07g40830,Bradi1g22361,Pavagv31013008m,Zm00001d006774
SynPair43600,Sobic.002G365801,Seita.2G379600,Ot_Chr7_n38402,LOC_Os07g40910,Bradi1g22361,Pavagv31013009m,Zm00001d006774
SynPair43602,Sobic.002G366000,Seita.2G380300,Ot_Chr7_16758,LOC_Os07g40940,Bradi1g22290,Pavagv31013019m,Zm00001d006777
SynPair43605,Sobic.002G366300,Seita.2G380800,Ot_Chr7_16759,LOC_Os07g41080,Bradi1g22250,Pavagv31013021m,Zm00001d006778
SynPair43606,Sobic.002G366400,Seita.2G381100,Ot_Chr7_16760,LOC_Os07g41090,Bradi1g22240,Pavagv31013022m,Zm00001d006780
SynPair43615,Sobic.002G367300,Seita.2G381800,Ot_Chr7_16766,LOC_Os07g41200,Bradi1g22140,Pavagv31013032m,Zm00001d006828
SynPair43616,Sobic.002G367400,Seita.2G381900,Ot_Chr7_n37981,LOC_Os07g41230,Bradi1g22110,Pavagv31013034m,Zm00001d006825
SynPair43619,Sobic.002G367700,Seita.2G382100,Ot_Chr7_n37980,LOC_Os07g41250,Bradi1g22087,Pavagv31013039m,Zm00001d006823
SynPair43620,Sobic.002G367800,Seita.2G382300,Ot_Chr7_16772,LOC_Os07g41260,Bradi1g22060,Pavagv31013040m,Zm00001d006822
SynPair43627,Sobic.002G368400,Seita.2G382700,Ot_Chr7_16777,LOC_Os07g41330,Bradi1g22020,Pavagv31013045m,Zm00001d006821
SynPair43629,Sobic.002G368600,Seita.2G382900,Ot_Chr7_n37974,LOC_Os07g41360,Bradi1g21990,Pavagv31013050m,Zm00001d006820
SynPair43631,Sobic.002G368800,Seita.2G383100,Ot_Chr7_n38399,LOC_Os07g41470,Bradi1g21930,Pavagv31013061m,Zm00001d006816
SynPair43641,Sobic.002G369800,Seita.2G384900,Ot_Chr7_16786,LOC_Os07g41580,Bradi1g21900,Pavagv31013070m,Zm00001d006813
SynPair43643,Sobic.002G370100,Seita.2G384700,Ot_Chr7_16804,LOC_Os07g41600,Bradi1g21880,Pavagv31013072m,Zm00001d006810
SynPair43647,Sobic.002G370400,Seita.2G384300,Ot_Chr7_16798,LOC_Os07g41660,Bradi1g21800,Pavagv31013077m,Zm00001d006808
SynPair43650,Sobic.002G370700,Seita.2G384000,Ot_Chr7_16793,LOC_Os07g41710,Bradi1g21770,Pavagv31013083m,Zm00001d006834
SynPair43651,Sobic.002G370800,Seita.2G383900,Ot_Chr7_n37954,LOC_Os07g41720,Bradi1g21762,Pavagv31013084m,Zm00001d006835
SynPair43652,Sobic.002G370900,Seita.2G385400,Ot_Chr7_n37955,LOC_Os07g41730,Bradi1g21755,Pavagv31013088m,Zm00001d006836
SynPair43654,Sobic.002G371100,Seita.2G385700,Ot_Chr7_16789,LOC_Os07g41750,Bradi1g21730,Pavagv31013091m,Zm00001d006838
SynPair43657,Sobic.002G371400,Seita.2G386400,Ot_Chr7_16788,LOC_Os07g41810,Bradi1g21700,Pavagv31013094m,Zm00001d006840
SynPair43674,Sobic.002G373100,Seita.2G386900,Ot_Chr7_16822,LOC_Os07g42250,Bradi1g21580,Pavagv31013112m,Zm00001d006853
SynPair43675,Sobic.002G373200,Seita.2G386900,Ot_Chr7_16822,LOC_Os07g42250,Bradi1g21580,Pavagv31013112m,Zm00001d006853
SynPair43679,Sobic.002G373600,Seita.2G386800,Ot_Chr7_16823,LOC_Os07g42280,Bradi1g21560,Pavagv31013115m,Zm00001d006855
SynPair43683,Sobic.002G373950,Seita.2G388300,Ot_Chr7_n37952,LOC_Os07g42354,Bradi1g21497,Pavagv31013127m,Zm00001d006856
SynPair43685,Sobic.002G374100,Seita.2G388400,Ot_Chr7_16828,LOC_Os07g42370,Bradi1g21490,Pavagv31013134m,Zm00001d006860
SynPair43688,Sobic.002G374400,Seita.2G388700,Ot_Chr7_10576,LOC_Os07g42410,Bradi1g20840,Pavagv31013139m,Zm00001d006864
SynPair43690,Sobic.002G374600,Seita.2G389400,Ot_Chr7_10572,LOC_Os07g42420,Bradi1g20860,Pavagv31013143m,Zm00001d006866
SynPair43691,Sobic.002G374650,Seita.2G389500,Ot_Chr7_10571,LOC_Os07g42440,Bradi1g20870,Pavagv31013144m,Zm00001d006868
SynPair43694,Sobic.002G374900,Seita.2G389700,Ot_Chr7_10570,LOC_Os07g42450,Bradi1g20880,Pavagv31013146m,Zm00001d006871
SynPair43695,Sobic.002G375100,Seita.2G389700,Ot_Chr7_10570,LOC_Os07g42450,Bradi1g20880,Pavagv31013146m,Zm00001d006871
SynPair43701,Sobic.002G375701,Seita.2G390300,Ot_Chr7_10565,LOC_Os07g42590,Bradi1g60370,Pavagv31013164m,Zm00001d006874
SynPair43702,Sobic.002G375800,Seita.2G390600,Ot_Chr7_10563,LOC_Os07g42600,Bradi1g20995,Pavagv31013165m,Zm00001d006875
SynPair43705,Sobic.002G376000,Seita.2G390800,Ot_Chr7_10562,LOC_Os07g42610,Bradi1g21018,Pavagv31013166m,Zm00001d006879
SynPair43712,Sobic.002G376700,Seita.2G392200,Ot_Chr7_10553,LOC_Os07g42730,Bradi1g21095,Pavagv31013177m,Zm00001d006882
SynPair43714,Sobic.002G376900,Seita.2G392400,Ot_Chr7_10553,LOC_Os07g42730,Bradi1g21095,Pavagv31013178m,Zm00001d006882
SynPair43715,Sobic.002G377000,Seita.2G392400,Ot_Chr7_10553,LOC_Os07g42730,Bradi1g21095,Pavagv31013179m,Zm00001d006882
SynPair43716,Sobic.002G377100,Seita.2G392500,Ot_Chr7_10552,LOC_Os07g42740,Bradi1g21097,Pavagv31013180m,Zm00001d006883
SynPair43717,Sobic.002G377200,Seita.2G392600,Ot_Chr7_10551,LOC_Os07g42760,Bradi1g21102,Pavagv31013185m,Zm00001d006884
SynPair43718,Sobic.002G377300,Seita.2G392700,Ot_Chr7_n37944,LOC_Os07g42770,Bradi1g21110,Pavagv31013186m,Zm00001d006885
SynPair43732,Sobic.002G378700,Seita.2G393500,Ot_Chr7_10541,LOC_Os07g42880,Bradi1g21250,Pavagv31013197m,Zm00001d006894
SynPair43733,Sobic.002G378800,Seita.2G394000,Ot_Chr7_n38400,LOC_Os07g42890,Bradi1g21260,Pavagv31013198m,Zm00001d006896
SynPair43741,Sobic.002G379500,Seita.2G394600,Ot_Chr7_n37934,LOC_Os07g42950,Bradi1g60730,Pavagv31013214m,Zm00001d006899
SynPair43742,Sobic.002G379600,Seita.2G394800,Ot_Chr7_10532,LOC_Os07g42960,Bradi1g60750,Pavagv31013215m,Zm00001d006900
SynPair43746,Sobic.002G379866,Seita.2G395100,Ot_Chr7_10527,LOC_Os07g43010,Bradi1g21360,Pavagv31013218m,Zm00001d006903
SynPair43748,Sobic.002G380000,Seita.2G395200,Ot_Chr7_10526,LOC_Os07g43020,Bradi1g21366,Pavagv31013223m,Zm00001d006904
SynPair43754,Sobic.002G380500,Seita.2G395600,Ot_Chr7_n37939,LOC_Os07g43050,Bradi1g21390,Pavagv31013227m,Zm00001d006906
SynPair43756,Sobic.002G380600,Seita.2G395700,Ot_Chr7_10522,LOC_Os07g43060,Bradi1g21400,Pavagv31013228m,Zm00001d006907
SynPair43757,Sobic.002G380700,Seita.2G395800,Ot_Chr7_10521,LOC_Os07g43070,Bradi1g21410,Pavagv31013229m,Zm00001d006910
SynPair43761,Sobic.002G381200,Seita.2G395900,Ot_Chr7_10519,LOC_Os07g43130,Bradi1g21416,Pavagv31013235m,Zm00001d006911
SynPair43762,Sobic.002G381300,Seita.2G396000,Ot_Chr7_10518,LOC_Os07g43140,Bradi1g60860,Pavagv31013236m,Zm00001d006912
SynPair43763,Sobic.002G381400,Seita.2G396200,Ot_Chr7_n37927,LOC_Os07g43160,Bradi1g21420,Pavagv31013245m,Zm00001d006913
SynPair43764,Sobic.002G381500,Seita.2G396200,Ot_Chr7_n37927,LOC_Os07g43160,Bradi1g21420,Pavagv31013245m,Zm00001d006913
SynPair43765,Sobic.002G381600,Seita.2G396100,Ot_Chr7_n37929,LOC_Os07g43160,Bradi1g21420,Pavagv31013245m,Zm00001d006913
SynPair43771,Sobic.002G382100,Seita.2G397500,Ot_Chr7_10506,LOC_Os07g43290,Bradi1g20670,Pavagv31013250m,Zm00001d006915
SynPair43776,Sobic.002G382600,Seita.2G397000,Ot_Chr7_10500,LOC_Os07g43322,Bradi1g20720,Pavagv31013253m,Zm00001d006916
SynPair43783,Sobic.002G383100,Seita.2G398100,Ot_Chr7_10497,LOC_Os07g43350,Bradi1g20750,Pavagv31013265m,Zm00001d006917
SynPair43784,Sobic.002G383300,Seita.2G398400,Ot_Chr7_10494,LOC_Os07g43360,Bradi1g20770,Pavagv31013267m,Zm00001d006918
SynPair43790,Sobic.002G383900,Seita.2G399500,Ot_Chr7_10487,LOC_Os07g43460,Bradi1g20610,Pavagv31013272m,Zm00001d006920
SynPair43794,Sobic.002G384200,Seita.2G399800,Ot_Chr7_10484,LOC_Os07g43430,Bradi1g20589,Pavagv31013275m,Zm00001d006921
SynPair43795,Sobic.002G384300,Seita.2G399900,Ot_Chr7_10482,LOC_Os07g43420,Bradi1g20586,Pavagv31013278m,Zm00001d006922
SynPair43799,Sobic.002G384700,Seita.2G400200,Ot_Chr7_10480,LOC_Os07g43510,Bradi1g20580,Pavagv31013282m,Zm00001d006924
SynPair43803,Sobic.002G385100,Seita.2G400200,Ot_Chr7_10480,LOC_Os07g43510,Bradi1g20580,Pavagv31013282m,Zm00001d006924
SynPair43813,Sobic.002G386000,Seita.2G401300,Ot_Chr7_10463,LOC_Os07g43740,Bradi1g20480,Pavagv31013296m,Zm00001d007027
SynPair43817,Sobic.002G386400,Seita.2G401700,Ot_Chr7_10456,LOC_Os07g43810,Bradi1g20440,Pavagv31013301m,Zm00001d007012
SynPair43819,Sobic.002G386600,Seita.2G401800,Ot_Chr7_10455,LOC_Os07g43870,Bradi1g20410,Pavagv31013303m,Zm00001d007009
SynPair43820,Sobic.002G386700,Seita.2G401900,Ot_Chr7_10454,LOC_Os07g43890,Bradi1g20400,Pavagv31013304m,Zm00001d006951
SynPair43833,Sobic.002G387900,Seita.2G403300,Ot_Chr7_10441,LOC_Os07g44010,Bradi1g20311,Pavagv31013333m,Zm00001d006950
SynPair43841,Sobic.002G388800,Seita.2G404400,Ot_Chr7_n37908,LOC_Os07g44140,Bradi1g20240,Pavagv31013353m,Zm00001d006947
SynPair43842,Sobic.002G388900,Seita.2G404400,Ot_Chr7_n37908,LOC_Os07g44140,Bradi1g20240,Pavagv31013353m,Zm00001d006947
SynPair43843,Sobic.002G389000,Seita.2G404400,Ot_Chr7_n37908,LOC_Os07g44140,Bradi1g20240,Pavagv31013353m,Zm00001d006947
SynPair43844,Sobic.002G389100,Seita.2G404500,Ot_Chr7_n37905,LOC_Os07g44140,Bradi1g20240,Pavagv31013354m,Zm00001d006948
SynPair43849,Sobic.002G389600,Seita.2G404900,Ot_Chr7_10425,LOC_Os07g44200,Bradi1g20210,Pavagv31013359m,Zm00001d006945
SynPair43853,Sobic.002G390100,Seita.2G405500,Ot_Chr7_10422,LOC_Os07g44290,Bradi1g20160,Pavagv31013366m,Zm00001d006944
SynPair43854,Sobic.002G390200,Seita.2G405600,Ot_Chr7_n37848,LOC_Os07g44299,Bradi1g20150,Pavagv31013367m,Zm00001d006943
SynPair43855,Sobic.002G390300,Seita.2G405700,Ot_Chr7_10420,LOC_Os07g44310,Bradi1g20140,Pavagv31013368m,Zm00001d006942
SynPair43856,Sobic.002G390400,Seita.2G405800,Ot_Chr7_10419,LOC_Os07g44320,Bradi1g20125,Pavagv31013369m,Zm00001d006941
SynPair43858,Sobic.002G390600,Seita.2G406100,Ot_Chr7_10417,LOC_Os07g44350,Bradi1g20080,Pavagv31013372m,Zm00001d006939
SynPair43859,Sobic.002G390700,Seita.2G406200,Ot_Chr7_n37846,LOC_Os07g44360,Bradi1g20067,Pavagv31013376m,Zm00001d006938
SynPair43864,Sobic.002G391200,Seita.2G406700,Ot_Chr7_n37786,LOC_Os07g44499,Bradi1g20026,Pavagv31013383m,Zm00001d006933
SynPair43865,Sobic.002G391300,Seita.2G406700,Ot_Chr7_n37786,LOC_Os07g44499,Bradi1g20026,Pavagv31013383m,Zm00001d006933
SynPair43866,Sobic.002G391400,Seita.2G406700,Ot_Chr7_n37786,LOC_Os07g44499,Bradi1g20026,Pavagv31013383m,Zm00001d006937
SynPair43867,Sobic.002G391501,Seita.2G406700,Ot_Chr7_n37793,LOC_Os07g44499,Bradi1g19980,Pavagv31013383m,Zm00001d006933
SynPair43869,Sobic.002G391700,Seita.2G407000,Ot_Chr7_n37785,LOC_Os07g44480,Bradi1g61550,Pavagv31013389m,Zm00001d006937
SynPair43871,Sobic.002G391900,Seita.2G407200,Ot_Chr7_n37795,LOC_Os07g44499,Bradi1g61550,Pavagv31013382m,Zm00001d006937
SynPair43872,Sobic.002G392000,Seita.2G407400,Ot_Chr7_10407,LOC_Os07g44550,Bradi1g61550,Pavagv31013390m,Zm00001d006933
SynPair43873,Sobic.002G392100,Seita.2G407400,Ot_Chr7_n37738,LOC_Os07g44550,Bradi1g61550,Pavagv31013390m,Zm00001d006933
SynPair43874,Sobic.002G392200,Seita.2G408500,Ot_Chr7_n37794,LOC_Os07g44590,Bradi1g61550,Pavagv31013389m,Zm00001d006933
SynPair43875,Sobic.002G392300,Seita.2G408500,Ot_Chr7_n37738,LOC_Os07g44590,Bradi1g61550,Pavagv31013390m,Zm00001d006933
SynPair43876,Sobic.002G392400,Seita.2G407700,Ot_Chr7_10395,LOC_Os07g44700,Bradi1g19890,Pavagv31013392m,Zm00001d006931
SynPair43880,Sobic.002G392700,Seita.2G408100,Ot_Chr7_10401,LOC_Os07g44660,Bradi1g19920,Pavagv31013400m,Zm00001d006929
SynPair43881,Sobic.002G392800,Seita.2G408200,Ot_Chr7_10402,LOC_Os07g44630,Bradi1g19950,Pavagv31013403m,Zm00001d006928
SynPair43885,Sobic.002G393200,Seita.2G408800,Ot_Chr7_10394,LOC_Os07g44710,Bradi1g19880,Pavagv31013410m,Zm00001d007029
SynPair43888,Sobic.002G393400,Seita.2G409100,Ot_Chr7_10391,LOC_Os07g44740,Bradi1g19860,Pavagv31013412m,Zm00001d007031
SynPair43889,Sobic.002G393500,Seita.2G409200,Ot_Chr7_n37739,LOC_Os07g44744,Bradi1g19850,Pavagv31013413m,Zm00001d007032
SynPair43899,Sobic.002G394400,Seita.2G410200,Ot_Chr7_10384,LOC_Os07g44820,Bradi1g19810,Pavagv31013418m,Zm00001d007037
SynPair43914,Sobic.002G395600,Seita.2G411200,Ot_Chr7_10377,LOC_Os07g44950,Bradi1g19702,Pavagv31013516m,Zm00001d007042
SynPair43920,Sobic.002G396100,Seita.2G411800,Ot_Chr7_10374,LOC_Os07g45000,Bradi1g19670,Pavagv31013514m,Zm00001d007044
SynPair43923,Sobic.002G396400,Seita.2G412000,Ot_Chr7_10372,LOC_Os07g45060,Bradi1g19660,Pavagv31013513m,Zm00001d007045
SynPair43935,Sobic.002G397600,Seita.2G412800,Ot_Chr7_10359,LOC_Os07g45170,Bradi1g19620,Pavagv31013506m,Zm00001d007050
SynPair43944,Sobic.002G398500,Seita.2G413100,Ot_Chr7_10357,LOC_Os07g45280,Bradi1g19570,Pavagv31013502m,Zm00001d007058
SynPair43948,Sobic.002G398901,Seita.2G413600,Ot_Chr7_10352,LOC_Os07g45320,Bradi1g19530,Pavagv31013499m,Zm00001d007059
SynPair43950,Sobic.002G399100,Seita.2G413800,Ot_Chr7_10349,LOC_Os07g45350,Bradi1g19510,Pavagv31013497m,Zm00001d007060
SynPair43954,Sobic.002G399500,Seita.2G414300,Ot_Chr7_10347,LOC_Os07g46220,Bradi1g19340,Pavagv31013493m,Zm00001d007062
SynPair43958,Sobic.002G399900,Seita.2G414700,Ot_Chr7_10344,LOC_Os07g46170,Bradi1g19380,Pavagv31013477m,Zm00001d007067
SynPair43959,Sobic.002G400000,Seita.2G414800,Ot_Chr7_10343,LOC_Os07g46160,Bradi1g19390,Pavagv31013476m,Zm00001d007068
SynPair43965,Sobic.002G400400,Seita.2G415100,Ot_Chr7_10341,LOC_Os07g46240,Bradi1g19300,Pavagv31013474m,Zm00001d007070
SynPair43971,Sobic.002G401000,Seita.2G415600,Ot_Chr7_n37790,LOC_Os07g46330,Bradi1g19250,Pavagv31013466m,Zm00001d007072
SynPair43973,Sobic.002G401200,Seita.2G415900,Ot_Chr7_n37798,LOC_Os07g46350,Bradi1g19230,Pavagv31013463m,Zm00001d007073
SynPair43976,Sobic.002G401500,Seita.2G416500,Ot_Chr7_10331,LOC_Os07g46370,Bradi1g19210,Pavagv31013457m,Zm00001d007075
SynPair43979,Sobic.002G401600,Seita.2G416600,Ot_Chr7_10330,LOC_Os07g46380,Bradi1g19160,Pavagv31013455m,Zm00001d007076
SynPair43980,Sobic.002G401700,Seita.2G416700,Ot_Chr7_10328,LOC_Os07g46390,Bradi1g19150,Pavagv31013454m,Zm00001d007077
